id,list,number,trial_num,image,age,cond,agens_gender,patiens_gender,agens_num,patiens_num,comb,patiens_animacy,freq,translation,transcription,fluency,sentence_type,vf_acc,verb_number,vn_acc,patient_number,pn_acc,reaction time,word order,comments
K01,1,14,11,dress-1-2-l.png,old,0,f,m,1,2,1 2,1,0.45,Бабушка одевает двух дедушек,Чачамйа  куничг'ыпав'нын  ынпыӄлаволат,1,direct,1,1,1,2,1,1623,AVP,
K01,1,15,12,throw-2-1-l.png,child,1,m,n,2,1,2 1,0,0.45,Два мальчика бросают мяч,"К'айыкмин'ыйык  нэкунын'лын'нын  к,апыл",1,inverse,1,1,1,1,1,1420,AVP,
K01,1,16,13,cut_hair-2-2-r.png,child,1,m,f,2,2,2 2,1,0.45,Два мальчика стригут двух девочек,К'айыкмин'ыйык  накопаев'нат навыткатпиляк'айик... навыткатпиляк'ыт,1,inverse,1,2,1,2,1,1990,AVP,
K01,1,17,14,cover-1-1-r.png,adult,0,f,n,1,1,1 1,0,0.45,Женщина накрывает один цветок,Эльг'ата  к'айпын'нин мэчг'а,1,direct,1,1,1,1,1,2224,AVP,
K01,1,18,15,wash-2-1-l.png,old,1,f,m,2,1,2 1,1,0.45,Две бабушки моют одного дедушку,Чачамйык  нэкилгытэв'н'ын  ынпыӄлавол,1,inverse,1,1,1,1,1,2249,AVP,
K01,1,19,16,paint-1-2-l.png,child,0,f,n,1,2,1 2,0,0.45,Девочка красит две доски,"Н'авыткатпэляка  кэняйкэчен,нын  доскапэлякат",1,direct,1,1,1,2,1,1275,AVP,
K01,1,20,17,give_water-1-1-r.png,adult,0,m,f,1,1,1 1,1,0.45,Мужчина поит женщину,К'лавола  куникв'ычевын'нын  эльг'а,1,direct,1,1,1,1,1,2844,AVP,
K01,1,21,18,clean-2-2-r.png,old,1,f,n,2,2,2 2,0,0.45,Две бабушки чистят два пальто,"Чачамйык  након,айтг'ан,нынат  пальтот",1,inverse,1,2,1,2,1,1634,AVP,
K01,1,22,19,push-1-2-l.png,child,0,m,f,1,2,1 2,1,0.45,Мальчик толкает двух девочек,К'айыкмин'а  купынг'ылынин навыткатпиляк'ыт,1,direct,1,1,1,2,1,2362,AVP,
K01,1,23,20,water-2-1-l.png,child,1,m,n,2,1,2 1,0,0.45,Два мальчика поливают один цветок,К'айыкмин'ыйык  накимлытг'ын'ын  мэчг'а ,1,inverse,1,1,1,1,1,2535,AVP,
K01,1,24,21,pour-2-2-r.png,adult,1,m,f,2,2,2 2,1,0.45,Двое мужчин обливают двух женщин,К'лаволайык  накимлытг'ын'ын'  эльг'ат,1,inverse,1,1,0,2,1,2561,AVP,
K01,1,25,22,plant-1-1-r.png,adult,0,f,n,1,1,1 1,0,0.45,Женщина сажает одно дерево,"Эльг'ата  кунмэйн'эвн,ын'нин  уттыпиль",1,direct,1,1,1,1,1,1495,AVP,
K01,1,26,23,tie-2-1-l.png,child,1,m,f,2,1,2 1,1,0.45,Два мальчика связывают девочку,К'айыкмин'ыйык накукылг'ытын'нин  н'авыткатпиль,1,inverse,1,1,1,1,1,3727,AVP,
K01,1,27,24,boil-1-2-l.png,old,0,f,n,1,2,1 2,0,0.45,Бабушка варит две курицы,Чачамйак  копаньн'ынин  н'ыччек курицат,1,direct,1,1,1,2,1,4037,AVP,
K01,1,28,25,shoot-1-1-r.png,child,0,m,f,2,1,2 1,1,0.45,Мальчик стреляет в девочку,"К'айыкмин'а  кулк'эйн,ыв'ын'нин  навыткатпиль",1,direct,1,1,1,1,1,2061,AVP,
K01,1,29,26,hang-2-2-r.png,old,1,f,n,2,2,2 2,0,0.45,Две бабушки вешают две картины,Чачамйык  наконнёпаньн'ын  картинкат,1,inverse,1,1,0,2,1,2297,AVP,
K01,1,30,27,treat-1-2-l.png,adult,0,m,f,1,2,1 2,1,0.45,Мужчина лечит двух женщин ,К'лавола  кунмэлэв'ын'нин  эльг'ат,1,direct,1,1,1,2,1,2791,AVP,
K01,1,31,28,pull-2-1-l.png,child,1,m,n,2,1,2 1,0,0.45,Два мальчика везут санки,К'айыкмин'ыйык  нэкуг'аг'ан'нин  уетыкпиль,1,inverse,1,1,1,1,1,2163,AVP,
K01,1,32,29,scold-2-2-r.png,child,1,f,m,2,2,2 2,1,0.45,Две девочки ругают двух мальчиков,Н'авыткатпиляк'айык  накокытг'айн'... накокытг'айн'ан'ат  к'айыкмин'ат,1,inverse,1,2,1,2,1,1963,AVP,
K01,1,33,30,burn-1-1-r.png,old,0,m,n,1,1,1 1,0,0.45,Дедушка сжигает книгу,"Ынпыӄлавола кун,ын'... кун,ын,нин калик(ал)",1,direct,1,1,1,1,1,3392,AVP,
K01,1,34,31,hit-2-1-l.png,child,1,f,m,2,1,2 1,1,0.45,Две девочки бьют мальчика,Н'авыткатпиляк'айык нако... [уф] накойкыплын'нын к'айыкмин'ын,1,inverse,1,1,1,1,1,2074,AVP,
K01,1,35,32,saw-1-2-l.png,old,0,m,n,1,2,1 2,0,0.45,Дедушка пилит два бревна,Ынпыӄлавола  кыргун'нин  уттит,1,direct,1,1,1,2,1,1589,AVP,
K01,1,36,1,give_water-2-1-l.png,adult,1,f,m,2,1,2 1,1,0.45,Две женщины поят мужчину ,Эльг'айык нэкуникв'ычевын'нын к'лавол,1,inverse,1,1,1,1,1,2620,AVP,
K01,1,37,2,break-1-2-l.png,child,0,f,n,1,2,1 2,0,0.45,Девочка ломает два домика,Н'авыткатпиляк'а кончимав'ын'нин яяпэлякыт,1,direct,1,1,1,2,1,1551,AVP,
K01,1,38,3,push-2-2-r.png,child,1,f,m,2,2,2 2,1,0.45,Две девочки толкают двух мальчиков,Н'авыткатпиляк'айык нэкупынг'ылыныт к'айыкмин'ат,1,inverse,1,2,1,2,1,2297,AVP,
K01,1,39,4,eat-1-1-r.png,adult,0,m,n,1,1,1 1,0,0.45,Мужчина ест яблоко,"К'лавола кугитэн,нин яблоко",1,direct,1,1,1,1,1,2007,AVP,
K01,1,40,5,pour-1-2-l.png,adult,0,f,m,1,2,1 2,1,0.45,Женщина обливает двух мужчин,Эльг'ата кимлытг'ын'нин клавыт,1,direct,1,1,1,2,1,1754,AVP,
K01,1,41,6,pick-2-1-l.png,child,1,f,n,2,1,2 1,0,0.45,Две девочки срывают один цветок,Н'авыткатпиляк'айык накупыйг'ын'ын мэчг'а ,1,inverse,1,1,1,1,1,3464,AVP,
K01,1,42,7,tie-1-1-r.png,child,0,f,m,1,1,1 1,1,0.45,Девочка связывает мальчика,Н'авытк'атпиляк'а  кукылтын'нин  к'айыкмин'ын,1,direct,1,1,1,1,1,2241,AVP,
K01,1,43,8,carry-2-2-r.png,adult,1,m,n,2,2,2 2,0,0.45,Двое мужчин несут два ведра,К'лаволаек нэкунн'ин'нын кукэн'эт,1,inverse,1,1,0,2,1,2677,AVP,
K01,1,44,9,call-2-1-l.png,old,1,m,f,2,1,2 1,1,0.45,Двое дедушек зовут бабушку,Ынпыӄлаволайык накокэтг'айн'ив'ын'нин чачамэ,1,inverse,1,1,1,1,1,1542,AVP,
K01,1,45,10,clean-1-2-l.png,old,0,m,n,1,2,1 2,0,0.45,Дедушка чистит два пальто,"Ынпыӄлавола кон,айк'ытв'ан'нэн пальтот",1,direct,1,1,1,2,1,1299,AVP,
K01,1,46,11,feed-2-2-r.png,old,1,f,m,2,2,2 2,1,0.45,Две бабушки кормят двух дедушек,Чачамйык накопайн'ынат ынпыӄлаволат,1,inverse,1,2,1,2,1,1606,AVP,
K01,1,47,12,water-1-1-r.png,child,0,f,n,1,1,1 1,0,0.45,Девочка поливает цветок,Н'авытк'атпиляк'а кимлытг'ын'нин мэчг'а ,1,direct,1,1,1,1,1,1806,AVP,
K01,1,48,13,wake-1-2-l.png,adult,0,m,f,1,2,1 2,1,0.45,Мужчина будит двух женщин,К'лавола куныкг'евын'нин эльг'ата,1,direct,1,1,1,2,1,4232,AVP,
K01,1,49,14,plant-2-1-l.png,adult,1,m,n,2,1,2 1,0,0.45,Двое мужчин сажают дерево,К'лаволаийк  нэкунынн'эв'ин  уттыпиль,1,inverse,1,1,1,1,1,2218,AVP,
K01,1,50,15,makelaugh-1-1-r.png,old,0,m,f,1,1,1 1,1,0.45,Дедушка смешит бабушку,Ынпыӄлавола коначачгав'ын'нэн чачамэ,1,direct,1,1,1,1,1,2279,AVP,
K01,1,51,16,boil-2-2-r.png,adult,1,f,n,2,2,2 2,0,0.45,Две женщины варят две курицы,Эльг'а... Эльг'ат... Эльг'тайык накук... Эльг'айык накуквайненат... что-то я наверно... Эльг'айык накопаньн'ынат корецат,1,inverse,1,2,1,2,1,2601,AVP,
K01,1,52,17,teach-2-1-l.png,adult,1,m,f,2,1,2 1,1,0.45,Двое мужчин учат одну женщину,К'лаволайык нэкуейгулэвын'нин эльг'а,1,inverse,1,1,1,1,1,2411,AVP,
K01,1,53,18,hang-1-2-l.png,old,0,m,n,1,2,1 2,0,0.45,Дедушка вешает две картины,Ынпыӄлавола  коннёпаньн'ын  картинкат,1,direct,1,1,1,2,1,1807,AVP,
K01,1,54,19,dress-2-2-r.png,old,1,m,f,2,2,2 2,1,0.45,Два дедушки одевают двух бабушек,Ынпыӄлаволаийк наконкеметг'эпын'нат чачамйыт,1,inverse,1,2,1,2,1,1293,AVP,
K01,1,55,20,pull-1-1-r.png,child,1,f,n,1,1,1 1,0,0.45,Девочка везёт санки,Н'авытк'атпиляк'а кыг'аг'ан'нэн уетыкпиль,1,direct,1,1,1,1,1,1627,AVP,
K01,1,56,21,cut_hair-1-2-l.png,child,0,f,m,1,2,1 2,1,0.45,Девочка стрижет двух мальчиков,Н'авытк'атпиляк'а копаев'н'ын к'айыкминат,1,direct,1,1,1,2,1,1307,AVP,
K01,1,57,22,burn-2-1-l.png,old,1,f,n,2,1,2 1,0,0.45,Две бабушки сжигают книгу,Чачамйык нэкун'ын'ын каликал,1,inverse,1,1,1,1,1,1529,AVP,
K01,1,58,23,wash-1-1-r.png,old,0,m,f,1,1,1 1,1,0.45,Дедушка моет бабушку,Ынпыӄлавола кылгытэв'ын'нин чачамэ,1,direct,1,1,1,1,1,1052,AVP,
K01,1,59,24,saw-2-2-r.png,adult,1,m,n,2,2,2 2,0,0.45,Два мужчины пилят два бревна,К'лаволаийк нэкыргунэтын уттыт,1,inverse,1,1,0,2,1,3049,AVP,
K01,1,60,25,shoot-2-1-l.png,child,1,f,m,2,1,2 1,1,0.45,Две девочки стреляют в мальчика,Навыткатпиляк'айык нэкулк'эйнэвын'нин к'айыкмин'ын,1,inverse,1,1,1,1,1,1707,AVP,
K01,1,61,26,open-1-2-l.png,old,0,f,n,1,2,1 2,0,0.45,Бабушка открывает две двери ,Чачамйа кунв'эн'энын'нин тыллытыл,1,direct,1,1,1,1,0,1486,AVP,
K01,1,62,27,treat-2-2-r.png,adult,1,f,m,2,2,2 2,1,0.45,Две женщины лечат двух мужчин,Эльг'айык нэкунмэлэв'ын'нит к'лаволыт,1,inverse,1,2,1,2,1,2785,AVP,
K01,1,63,28,throw-1-1-r.png,child,0,f,n,1,1,1 1,0,0.45,Девочка бросает мяч,Н'авытк'атпиляк'а кунын'лын'нин к'апыл,1,direct,1,1,1,1,1,1962,AVP,
K01,1,64,29,scold-1-2-l.png,child,0,m,f,1,2,1 2,1,0.45,Мальчик ругает двух девочек,К'айыкмин'а кокытг'айн'ан'нэн эльг'апэляк'ыт,1,direct,1,1,1,2,1,1246,AVP,
K01,1,65,30,cover-2-1-l.png,adult,1,m,n,2,1,2 1,0,0.45,Два мужчины накрывают цветок ,"К'лаволаийк  нэкунынн,эв'н,ын  в'ытв'ыт",1,inverse,1,1,1,1,1,2146,AVP,
K01,1,66,31,hit-1-1-r.png,child,0,m,f,1,1,1 1,1,0.45,Мальчик бьет девочку,К'айыкмин'а койкыплын'нэн н'авытк'атпиль,1,direct,1,1,1,1,1,1851,AVP,
K01,2,4,1,call-2-2-r.png,old,1,f,m,2,2,2 2,1,0.45,Две бабушки зовут двух дедушек,Чачамйык  накокэтг'айн'ив'ын'нит  ынпыӄлаволат,1,inverse,1,2,1,2,1,2507,AVP,
K01,2,5,2,break-1-1-r.png,child,0,m,n,1,1,1 1,0,0.45,Мальчик ломает домик,К'айыкмин'а кокунчимав'н'ынан  яяпиль,1,direct,1,1,1,1,1,2002,AVP,
K01,2,6,3,feed-2-1-l.png,old,1,m,f,2,1,2 1,1,0.45,Два дедушки кормят бабушку,Ынпыӄлаволаийк  накопайг'нынын'  чачамэ,1,inverse,1,1,1,1,1,1447,AVP,
K01,2,7,4,eat-1-2-l.png,adult,0,f,n,1,2,1 2,0,0.45,Женщина ест два яблока,Эльг'ата  кунув'нын  яблокат,1,direct,1,1,1,2,1,4155,AVP,
K01,2,8,5,wake-1-1-r.png,adult,0,f,m,1,1,1 1,1,0.45,Женщина будит мужчину,Эльг'ата  куныкъевын'нин  к'лавол,1,direct,1,1,1,1,1,2753,AVP,
K01,2,9,6,pick-2-2-r.png,child,1,m,n,2,2,2 2,0,0.45,Два мальчика срывают два цветка,К'айыкмин'ыйык  нэкупыйг'ын'ныт  мэчг'ат,1,inverse,1,2,1,2,1,2154,AVP,
K01,2,10,7,makelaugh-1-2-l.png,old,0,f,m,1,2,1 2,1,0.45,Бабушка смешит двух дедушек,Чачамйак  коначачгав'ын'нэн  ынпыӄлаволат,1,direct,1,1,1,2,1,2868,AVP,
K01,2,11,8,carry-2-1-l.png,adult,1,f,n,2,1,2 1,0,0.45,Две женщины несут ведро,Н'авыткатпэлякайык  нэкимт'ин'нын  кукэн'эт,1,inverse,1,1,1,2,0,1842,AVP,
K01,2,12,9,teach-2-2-r.png,adult,1,f,m,2,2,2 2,1,0.45,Две женщины учат двух мужчин,"Эль... Эльг'айык  накумитетвайнен,нат к'лаволыт",1,inverse,1,2,1,2,1,2212,AVP,
K01,2,13,10,open-1-1-r.png,old,0,m,n,1,1,1 1,0,0.45,Дедушка открывает дверь,Ынпыӄлавола  кунв'эн'энын'нин   тыллытыл,1,direct,1,1,1,1,1,1254,AVP,
K01,2,14,11,dress-2-1-l.png,old,1,f,m,2,1,2 1,1,0.45,Две бабушки одевают дедушку,Чачамйак   накуничг'ыпав'нын   ынпыӄлавол,1,inverse,1,1,1,1,1,2345,AVP,
K01,2,15,12,throw-1-2-l.png,child,0,m,n,1,2,1 2,0,0.45,Мальчик бросает два мяча,К'айыкмин'а  кунын'лын'нин  к'апылат,1,direct,1,1,1,2,1,2695,AVP,
K01,2,16,13,cut_hair-1-1-r.png,child,0,m,f,1,1,1 1,1,0.45,Мальчик стрижет девочку,К'айыкмин'а  копаев'н'ын  н'авытк'атпиль,1,direct,1,1,1,1,1,1471,AVP,
K01,2,17,14,cover-2-2-r.png,adult,1,f,n,2,2,2 2,0,0.45,Две женщины накрывают два цветка,"Эльг'айык  нэкунынн,эв'н,ыт  мэчг'ат",1,inverse,1,2,1,2,1,3917,AVP,
K01,2,18,15,wash-1-2-l.png,old,0,f,m,1,2,1 2,1,0.45,Бабушка моет двух дедушек,Чачамйак  кылгытэв'ын'нин  ынпыӄлаволат,1,direct,1,1,1,2,1,1592,AVP,
K01,2,19,16,paint-2-1-l.png,child,1,f,n,2,1,2 1,0,0.45,Две девочки красят доску,Н'авыткатпэлякайык  на.. накомалынын  уттыпиль,1,inverse,1,1,1,1,1,1242,AVP,
K01,2,20,17,give_water-2-2-r.png,adult,1,m,f,2,2,2 2,1,0.45,Два мужчины поят двух женщин,К'лаволаийк  нэкуникв'ычевын'ныт  элг'ат,1,inverse,1,2,1,2,1,2241,AVP,
K01,2,21,18,clean-1-1-r.png,old,0,f,n,1,1,1 1,0,0.45,Бабушка чистит пальто,"Чачамйак  кон,айк'ытв'ан'нэн  ичг'ын",1,direct,1,1,1,1,1,2325,AVP,
K01,2,22,19,push-2-1-l.png,child,1,m,f,2,1,2 1,1,0.45,Два мальчика толкают девочку,К'айыкмин'ыйык  нэкупынг'ылынын  н'авытк'атпиль,1,inverse,1,1,1,1,1,1873,AVP,
K01,2,23,20,water-1-2-l.png,child,0,m,n,1,2,1 2,0,0.45,Мальчик поливает два цветка,К'айыкмин'а  кимлытг'ын'нин  мэчг'ат,1,direct,1,1,1,2,1,1903,AVP,
K01,2,24,21,pour-1-1-r.png,adult,0,m,f,1,1,1 1,1,0.45,Мужчина обливает женщину,... К'лавола  кимлытг'ын'ын'  эльг'а,1,direct,1,1,1,1,1,1932,AVP,
K01,2,25,22,plant-2-2-r.png,adult,1,f,n,2,2,2 2,0,0.45,Две женщины сажают два дерева,Эльг'айык ... нэкунынн'эв'ит  уттыпэлякат,1,inverse,1,2,1,2,1,1830,AVP,
K01,2,26,23,tie-1-2-l.png,child,0,m,f,1,2,1 2,1,0.45,Мальчик связывает двух девочек,К'айыкмин'а   кукылтын'нин  навыткатпиляк'ыт,1,direct,1,1,1,2,1,1154,AVP,
K01,2,27,24,boil-2-1-l.png,old,1,f,n,2,1,2 1,0,0.45,Две бабушки варят курицу,... Чачамйык  накопаньн'ынин  курицан,1,inverse,1,1,1,1,1,2225,AVP,
K01,2,28,25,shoot-2-2-r.png,child,1,m,f,2,2,2 2,1,0.45,Два мальчика стреляют в двух девочек ,"К'айыкмин'ыйык  нэкулк'эйн,ыв'ын'нит   навыткатпиляк'ыт",1,inverse,1,2,1,2,1,1503,AVP,
K01,2,29,26,hang-1-1-r.png,old,0,f,n,1,1,1 1,0,0.45,Бабушка вешает картину,Чачамйак  коннёпаньн'ын  картинкан,1,direct,1,1,1,1,1,1917,AVP,
K01,2,30,27,treat-2-1-l.png,adult,1,m,f,2,1,2 1,1,0.45,Два мужчины лечат женщину ,К'лаволаийк  нэкунмэлэв'ын'нин  эльг'а,1,inverse,1,1,1,1,1,3321,AVP,
K01,2,31,28,pull-1-2-l.png,child,0,m,n,1,2,1 2,0,0.45,Мальчик везёт двое санок,К'айыкмин'а  каа.. каг'аг'ан'нин  уетыкпэлякат,1,direct,1,1,1,2,1,1251,AVP,
K01,2,32,29,scold-1-1-r.png,child,0,f,m,1,1,1 1,1,0.45,Девочка ругает мальчика ,Н'авыткатпиляк'а  ... кокытг'айн'ан'ан  к'айыкмин'ын,1,direct,1,1,1,1,1,1183,AVP,
K01,2,33,30,burn-2-2-r.png,old,1,m,n,2,2,2 2,0,0.45,Два дедушки сжигают две книги ,"Ынпыӄлаволайык  нэкун,ын,нин.. каликал... калик то есть",1,inverse,1,1,0,1,0,2793,AVP,
K01,2,34,31,hit-1-2-l.png,child,0,f,m,1,2,1 2,1,0.45,Девочка бьет двух мальчиков,Н'авыткатпиляк'а  койкыплын'нын  к'айыкмин'ат,1,direct,1,1,1,2,1,1396,AVP,
K01,2,35,32,saw-2-1-l.png,old,1,m,n,2,1,2 1,0,0.45,Два дедушки пилят бревно,Ынпыӄлаволайык  нэкучг'ынин  уттитпиль,1,inverse,1,1,1,1,1,2361,AVP,
K01,2,36,1,give_water-1-2-l.png,adult,0,f,m,1,2,1 2,1,0.45,Женщина поит двух мужчин,Эльг'ата  куникв'ычев...  куникв'ычевын'нын  к'лаволат,1,direct,1,1,1,2,1,2294,AVP,
K01,2,37,2,break-2-1-l.png,child,1,f,n,2,1,2 1,0,0.45,Две девочки ломают домик,Н'авыткатпэлякаийк  нэкунчимав'ын'нин  яяпиль,1,inverse,1,1,1,1,1,1245,AVP,
K01,2,38,3,push-1-1-r.png,child,0,f,m,1,1,1 1,1,0.45,Девочка толкает мальчика,Н'авыткатпэляка купынг'ылынын к'айыкмин'ын,1,direct,1,1,1,1,1,1475,AVP,
K01,2,39,4,eat-2-2-r.png,adult,1,m,n,2,2,2 2,0,0.45,Два мужчины едят два яблока,"К'лаволаийк  нэкув,итэйныт  яблокат",1,inverse,1,2,1,2,1,1908,AVP,
K01,2,40,5,pour-2-1-l.png,adult,1,f,m,2,1,2 1,1,0.45,Две женщины обливают мужчину ,Эльг'айык  нэкимлытг'ын'нин  к'лавол,1,inverse,1,1,1,1,1,1936,AVP,
K01,2,41,6,pick-1-2-l.png,child,0,f,n,1,2,1 2,0,0.45,Девочка срывает два цветка,Н'авытк'атпил[яка]  купыйг'ын'ныт  мэчг'ат,1,direct,1,2,0,2,1,1126,AVP,
K01,2,42,7,tie-2-2-r.png,child,1,f,m,2,2,2 2,1,0.45,Две девочки связывают двух мальчиков,Н'авытк'атпиляк'айык  нэкукылтын'нит   к'айыкмин'ат,1,inverse,1,2,1,2,1,2397,AVP,
K01,2,43,8,carry-1-1-r.png,adult,0,m,n,1,1,1 1,0,0.45,Мужчина несёт ведро,К'лавола  кимтин'нын  кукэн'эн,1,direct,1,1,1,1,1,2850,AVP,
K01,2,44,9,call-1-2-l.png,old,0,m,f,1,2,1 2,1,0.45,Дедушка зовет двух бабушек ,Ынпыӄлавола кокэтг'айн'ив'ын'нит чачамйыт,1,direct,1,2,0,2,1,3003,AVP,
K01,2,45,10,clean-2-1-l.png,old,1,m,n,2,1,2 1,0,0.45,Два дедушки чистят пальто ,"Ынпыӄлаволайык  након,айк'ытв'ан'нэн  ичг'ын",1,inverse,1,1,1,1,1,2113,AVP,
K01,2,46,11,feed-1-1-r.png,old,0,f,m,1,1,1 1,1,0.45,Бабушка кормит дедушку,Чачамйак  копайн'ынин  ынпыӄлавол,1,direct,1,1,1,1,1,1634,AVP,
K01,2,47,12,water-2-2-r.png,child,1,f,n,2,2,2 2,0,0.45,Две девочки поливают два цветка ,Н'авытк'атпэлякайык  накимлытг'ын'нин  мэчг'ат,1,inverse,1,1,0,2,1,1177,AVP,
K01,2,48,13,wake-2-1-l.png,adult,1,m,f,2,1,2 1,1,0.45,Два мужчины будят женщину ,К'лаволаийк нэкуныкъевын'нин  эльг'а,1,inverse,1,1,1,1,1,2581,AVP,
K01,2,49,14,plant-1-2-l.png,adult,0,m,n,1,2,1 2,0,0.45,Мужчина сажает два дерева ,К'лавола  кунынн'эв'ин  мэчг'ат,1,direct,1,1,1,2,1,2357,AVP,
K01,2,50,15,makelaugh-2-2-r.png,old,1,m,f,2,2,2 2,1,0.45,Два дедушки смешат двух бабушек,Ынпыӄлаволаийк  наконачачгав'ын'нэн  чачамйыт,1,inverse,1,1,0,2,1,2209,AVP,
K01,2,51,16,boil-1-1-r.png,adult,0,f,n,1,1,1 1,0,0.45,Женщина варит курицу,Эльг'ан...  эльг'ана  копаньн'ынин  курицан,1,direct,1,1,1,1,1,3765,AVP,
K01,2,52,17,teach-1-2-l.png,adult,0,m,f,1,2,1 2,1,0.45,Мужчина учит двух женщин ,К'лавола нак... куейгулэвын'нин  эльг'ат,1,direct,1,1,1,2,1,1806,AVP,
K01,2,53,18,hang-2-1-l.png,old,1,m,n,2,1,2 1,0,0.45,Два дедушки вешают картину,Ынпыӄлаволаийк  наконнёпаньн'ын  картинкан,1,inverse,1,1,1,1,1,2060,AVP,
K01,2,54,19,dress-1-1-r.png,old,0,m,f,1,1,1 1,1,0.45,Дедушка одевает бабушку,Ынпыӄлавола  коничг'ыпав'нын  чачамэ,1,direct,1,1,1,1,1,1686,AVP,
K01,2,55,20,pull-2-2-r.png,child,1,f,n,2,2,2 2,0,0.45,Две девочки везут двое санок ,Н'авытк'атпиляк'айык накуг'аг'ан'нэт  уетыкпэлякат,1,inverse,1,2,1,2,1,1143,AVP,
K01,2,56,21,cut_hair-2-1-l.png,child,1,f,m,2,1,2 1,1,0.45,Две девочки стригут мальчика,Н'авыткатпиляк'айык  накопаев'н'ын  к'айыкмин'ын,1,inverse,1,1,1,1,1,1105,AVP,
K01,2,57,22,burn-1-2-l.png,old,0,f,n,1,2,1 2,0,0.45,Бабушка сжигает две книги,Чачамйа  кун'ын'ыт  калыт,1,direct,1,2,0,2,1,2898,AVP,
K01,2,58,23,wash-2-2-r.png,old,1,m,f,2,2,2 2,1,0.45,Два дедушки моют двух бабушек,Ынпыӄлаволаийк нэкылгытэв'ын'нит  чачамйыт,1,inverse,1,2,1,2,1,1511,AVP,
K01,2,59,24,saw-1-1-r.png,adult,0,m,n,1,1,1 1,0,0.45,Мужчина пилит бревно,К'лавола кучг'ынин  уттитпиль,1,direct,1,1,1,1,1,2198,AVP,
K01,2,60,25,shoot-1-2-l.png,child,0,f,m,1,2,1 2,1,0.45,Девочка стреляет в двух мальчиков ,Н'авытк'атпиляк'а  кулк'эйнэвын'нин к'айыкмин'ат,1,direct,1,1,1,2,1,1506,AVP,
K01,2,61,26,open-2-1-l.png,old,1,f,n,2,1,2 1,0,0.45,Две бабушки открывают дверь,Чачамйык  нэкунв'эн'энын'нин   тыллытыл,1,inverse,1,1,1,1,1,1561,AVP,
K01,2,62,27,treat-1-1-r.png,adult,0,f,m,1,1,1 1,1,0.45,Женщина лечит мужчину ,Эльг'ата  кунмэлэв'ын'нин  к'лавол,1,direct,1,1,1,1,1,1801,AVP,
K01,2,63,28,throw-2-2-r.png,child,1,f,n,2,2,2 2,0,0.45,Две девочки бросают два мяча,Н'авытк'атпэлякайык нэкунын'лын'нит к'апылат,1,inverse,1,2,1,2,1,2264,AVP,
K01,2,64,29,scold-2-1-l.png,child,1,m,f,2,1,2 1,1,0.45,Два мальчика ругают девочку,К'айыкмин'ыйык  накокытг'айн'ан'нэн  н'авытк'атпиль,1,inverse,1,1,1,1,1,1360,AVP,
